"SAMPLEID","ANSWERDATE","SEX","AGE","AGEID","MARRIAGE","AREA","PREFECTURE","GROUPID","Q1_1","Q1_2","Q1_3","Q1_4","Q1_5","Q1_6","Q1_7","Q1_8","Q1_9","Q1_10","Q1_11","Q1_12","Q1_13","Q1_14","Q2_1","Q2_2","Q2_3","Q2_4","Q2_5","Q2_6","Q2_7","Q2_8","Q2_9","Q2_10","Q2_11","Q2_12","Q2_13","Q2_14","Q3_1","Q3_2","Q3_3","Q3_4","Q3_5","Q3_6","Q3_7","Q3_8","Q3_9","Q3_10","Q3_11","Q3_12","Q3_13","Q3_14","Q4_1","Q4_2","Q4_3","Q4_4","Q4_5","Q4_6","Q4_7","Q4_8","Q4_9","Q4_10","Q4_11","Q4_12","Q4_13","Q4_14","Q5_1","Q5_2","Q5_3","Q5_4","Q5_5","Q5_6","Q5_7","Q5_8","Q5_9","Q5_10","Q5_11","Q5_12","Q5_13","Q5_14","Q6_1","Q6_2","Q6_3","Q6_4","Q6_5","Q6_6","Q6_7","Q6_8","Q6_9","Q6_10","Q6_11","Q6_12","Q6_13","Q6_14","Q7_1","Q7_2","Q7_3","Q7_4","Q7_5","Q7_6","Q7_7","Q7_8","Q7_9","Q7_10","Q7_11","Q7_12","Q7_13","Q7_14","Q8_1","Q8_2","Q8_3","Q8_4","Q8_5","Q8_6","Q8_7","Q8_8","Q8_9","Q8_10","Q8_11","Q8_12","Q8_13","Q8_14","Q9_1","Q9_2","Q9_3","Q9_4","Q9_5","Q9_6","Q9_7","Q9_8","Q9_9","Q9_10","Q9_11","Q9_12","Q9_13","Q9_14","Q10_1","Q10_2","Q10_3","Q10_4","Q10_5","Q10_6","Q10_7","Q10_8","Q10_9","Q10_10","Q10_11","Q10_12","Q10_13","Q10_14","Q11_1","Q11_2","Q11_3","Q11_4","Q11_5","Q11_6","Q11_7","Q11_8","Q11_9","Q11_10","Q11_11","Q11_12","Q11_13","Q11_14","Q12_1","Q12_2","Q12_3","Q12_4","Q12_5","Q12_6","Q12_7","Q12_8","Q12_9","Q12_10","Q12_11","Q12_12","Q12_13","Q12_14","Q13_1","Q13_2","Q13_3","Q13_4","Q13_5","Q13_6","Q13_7","Q13_8","Q13_9","Q13_10","Q13_11","Q13_12","Q13_13","Q13_14","Q14_1","Q14_2","Q14_3","Q14_4","Q14_5","Q14_6","Q14_7","Q14_8","Q14_9","Q14_10","Q14_11","Q14_12","Q14_13","Q14_14","Q15_1","Q15_2","Q15_3","Q15_4","Q15_5","Q15_6","Q15_7","Q15_8","Q15_9","Q15_10","Q15_11","Q15_12","Q15_13","Q15_14","Q16_1","Q16_2","Q16_3","Q16_4","Q16_5","Q16_6","Q16_7","Q16_8","Q16_9","Q16_10","Q16_11","Q16_12","Q16_13","Q16_14","Q17_1","Q17_2","Q17_3","Q17_4","Q17_5","Q17_6","Q17_7","Q17_8","Q17_9","Q17_10","Q17_11","Q17_12","Q17_13","Q17_14","Q18_1","Q18_2","Q18_3","Q18_4","Q18_5","Q18_6","Q18_7","Q18_8","Q18_9","Q18_10","Q18_11","Q18_12","Q18_13","Q18_14","Q19_1","Q19_2","Q19_3","Q19_4","Q19_5","Q19_6","Q19_7","Q19_8","Q19_9","Q19_10","Q19_11","Q19_12","Q19_13","Q19_14","Q20_1","Q20_2","Q20_3","Q20_4","Q20_5","Q20_6","Q20_7","Q20_8","Q20_9","Q20_10","Q20_11","Q20_12","Q20_13","Q20_14","Q21_1","Q21_2","Q21_3","Q21_4","Q21_5","Q21_6","Q21_7","Q21_8","Q21_9","Q21_10","Q21_11","Q21_12","Q21_13","Q21_14","Q22_1","Q22_2","Q22_3","Q22_4","Q22_5","Q22_6","Q22_7","Q22_8","Q22_9","Q22_10","Q22_11","Q22_12","Q22_13","Q22_14","Q23_1","Q23_2","Q23_3","Q23_4","Q23_5","Q23_6","Q23_7","Q23_8","Q23_9","Q23_10","Q23_11","Q23_12","Q23_13","Q23_14","Q24_1","Q24_2","Q24_3","Q24_4","Q24_5","Q24_6","Q24_7","Q24_8","Q24_9","Q24_10","Q24_11","Q24_12","Q24_13","Q24_14","Q25_1","Q25_2","Q25_3","Q25_4","Q25_5","Q25_6","Q25_7","Q25_8","Q25_9","Q25_10","Q25_11","Q25_12","Q25_13","Q25_14","Q26_1","Q26_2","Q26_3","Q26_4","Q26_5","Q26_6","Q26_7","Q26_8","Q26_9","Q26_10","Q26_11","Q26_12","Q26_13","Q26_14","Q27_1","Q27_2","Q27_3","Q27_4","Q27_5","Q27_6","Q27_7","Q27_8","Q27_9","Q27_10","Q27_11","Q27_12","Q27_13","Q27_14","Q28_1","Q28_2","Q28_3","Q28_4","Q28_5","Q28_6","Q28_7","Q28_8","Q28_9","Q28_10","Q28_11","Q28_12","Q28_13","Q28_14","Q29_1","Q29_2","Q29_3","Q29_4","Q29_5","Q29_6","Q29_7","Q29_8","Q29_9","Q29_10","Q29_11","Q29_12","Q29_13","Q29_14","Q30_1","Q30_2","Q30_3","Q30_4","Q30_5","Q30_6","Q30_7","Q30_8","Q30_9","Q30_10","Q30_11","Q30_12","Q30_13","Q30_14","Q31_1","Q31_2","Q31_3","Q31_4","Q31_5","Q31_6","Q31_7","Q31_8","Q31_9","Q31_10","Q31_11","Q31_12","Q31_13","Q31_14","Q32_1","Q32_2","Q32_3","Q32_4","Q32_5","Q32_6","Q32_7","Q32_8","Q32_9","Q32_10","Q32_11","Q32_12","Q32_13","Q32_14","Q33_1","Q33_2","Q33_3","Q33_4","Q33_5","Q33_6","Q33_7","Q33_8","Q33_9","Q33_10","Q33_11","Q33_12","Q33_13","Q33_14","Q34_1","Q34_2","Q34_3","Q34_4","Q34_5","Q34_6","Q34_7","Q34_8","Q34_9","Q34_10","Q35_1","Q35_2","Q35_3","Q35_4","Q35_5","Q35_6"
"6253364","2013/03/25 18:50:29","1","39","56","1","16","14","1","0","0","0","0","0","0","0","1","0","0","1","0","1","0","0","0","0","1","0","0","1","0","0","0","0","1","0","0","2","2","2","","3","3","","","1","1","","","","3","0","0","0","0","0","0","0","0","1","0","0","0","1","1","0","0","0","0","0","0","1","0","0","0","1","1","0","0","2","2","2","3","3","3","","1","","1","","","","","0","0","0","1","0","0","0","0","0","0","1","1","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","1","2","2","2","","1","1","","1","3","3","","","3","","1","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","1","0","1","","","","1","1","1","","2","3","2","3","","2","","0","0","0","0","0","0","0","0","1","0","0","0","1","1","0","0","0","0","0","0","1","0","0","0","1","1","0","0","2","2","2","3","3","3","","3","","1","","","","","0","0","0","0","0","0","0","0","1","0","0","0","1","1","0","0","0","0","0","0","1","0","0","0","1","1","0","0","1","1","2","2","2","2","","3","","1","","","","","0","0","0","0","0","0","0","0","1","1","0","0","1","0","0","0","0","0","0","0","1","0","0","0","0","1","0","1","1","1","1","3","3","2","","2","","","2","","","","0","0","0","0","0","0","0","0","1","1","0","0","1","0","0","0","0","0","0","0","1","0","0","0","0","1","0","1","2","2","2","3","3","3","","1","","","1","","","","0","0","0","0","0","0","0","1","0","1","0","0","1","0","0","0","0","0","0","0","1","0","0","0","0","1","0","0","2","2","2","3","3","3","","","1","","1","","","1","0","0","0","0","0","0","0","0","1","1","0","0","0","1","0","0","0","0","0","0","1","0","0","0","1","1","0","0","2","2","2","3","3","3","","1","","","","","1","","0","0","0","0","0","0","0","0","1","1","0","0","1","0","0","0","0","0","0","0","1","0","0","0","0","1","0","1","1","1","1","2","2","2","","3","","","3","","","","1","1","3","3","3","2","2","4","2","1","2","2","2","2","2","2"
"6253790","2013/03/25 22:51:43","2","38","56","2","16","14","1","0","0","1","0","0","1","0","0","0","0","0","0","1","0","0","0","0","0","0","0","1","1","1","0","0","0","0","0","1","1","","3","1","","","","","1","2","1","","1","0","0","1","0","0","0","0","0","0","0","0","0","1","1","0","0","0","1","0","0","0","1","1","0","0","0","0","0","1","1","","","1","1","1","","","1","2","1","","","0","1","0","0","1","1","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","1","1","0","0","0","0","1","","1","","","","1","2","","","2","1","1","1","0","0","0","0","1","0","0","1","0","0","1","0","0","0","1","0","0","1","0","0","0","0","1","0","0","0","0","0","","1","1","","","1","1","","","2","","1","1","1","0","0","0","0","0","0","1","0","0","1","0","0","0","1","0","0","0","1","0","0","0","0","1","0","1","0","0","0","1","1","1","","1","1","","2","","","","1","1","","0","0","0","0","0","0","0","0","0","1","0","0","1","1","1","0","0","1","0","0","1","0","0","0","0","0","0","0","","1","1","","1","1","","2","2","","2","2","","","0","0","0","0","0","0","0","1","1","1","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","1","1","1","","1","1","1","","","","1","1","1","1","0","0","0","0","0","0","0","0","0","1","0","0","1","1","0","0","0","1","0","0","0","0","0","0","0","0","0","0","2","1","1","","1","1","1","2","2","","2","2","","","0","0","0","0","0","0","0","0","0","1","0","1","1","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","2","1","1","","1","1","1","2","2","","2","","","1","0","0","0","0","0","0","0","0","0","1","0","0","1","1","0","0","0","1","0","0","0","0","0","0","0","0","0","0","3","3","3","","3","3","3","3","3","","1","2","","","0","1","1","0","1","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","1","1","","","","","1","2","1","2","2","2","2","2","","1","1","1","1","3","3","2","1","1","3","2","5","2","3","2","2"
"6254206","2013/03/25 21:19:06","2","44","59","2","55","40","1","1","0","0","0","0","0","0","1","0","0","1","0","0","0","0","0","0","0","0","1","1","0","0","0","0","0","0","1","","1","1","1","2","","","","1","1","","3","1","","1","0","0","1","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","1","0","0","0","1","1","0","0","","1","1","","2","2","","1","1","1","","","","3","0","0","0","0","0","0","0","1","0","1","1","0","0","0","0","0","0","0","0","1","1","0","0","0","0","0","0","1","1","1","2","1","2","","","","1","","","3","3","","1","0","0","0","0","0","0","1","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1","1","","1","1","1","2","2","3","","1","1","","","","","1","0","0","0","0","0","0","0","0","0","0","0","1","1","0","0","0","0","0","0","0","1","1","1","0","0","0","0","","1","1","1","2","2","2","","","","1","3","","","1","0","0","1","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","1","0","1","","1","1","","1","","3","2","1","","1","","1","","0","0","0","0","0","0","0","1","0","1","1","0","0","0","0","0","0","0","0","0","1","0","0","0","0","1","0","1","1","1","1","1","2","3","","","1","","","","1","","0","0","0","0","0","0","0","1","1","0","1","0","0","0","0","0","1","0","0","0","0","0","0","0","0","1","0","1","1","1","","1","3","3","2","","","1","","","1","","0","0","0","0","0","0","0","0","1","1","0","0","1","0","1","0","1","0","0","0","0","0","0","0","0","1","0","0","","3","","3","1","1","2","2","","","2","","","3","0","0","0","0","0","0","0","0","1","1","0","0","1","0","0","0","0","0","0","0","0","0","0","0","1","1","0","1","1","1","3","2","2","2","2","1","","","","","","","1","0","0","0","0","0","0","1","1","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","1","0","1","","1","1","1","2","2","","","","3","1","","1","","1","2","1","1","3","2","4","2","2","2","1","4","2","3","4","2"
"6255968","2013/03/25 22:13:20","2","29","53","1","28","22","1","0","0","0","0","0","0","1","0","0","1","0","1","0","0","1","0","0","1","0","0","0","0","0","0","0","0","0","1","","2","2","","2","1","","1","1","","1","","1","","0","0","0","0","0","0","0","0","0","1","0","0","1","1","0","0","0","0","0","0","0","0","0","0","0","1","0","0","2","2","2","2","2","2","1","2","1","","2","","","","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","2","2","2","2","2","1","1","1","2","2","","1","","1","0","0","0","0","0","0","0","1","0","0","1","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","","2","2","2","2","2","2","","1","1","","2","1","2","0","0","0","0","0","0","0","0","0","0","0","0","1","1","0","0","0","0","0","0","0","0","0","0","1","0","0","0","2","2","2","2","2","2","2","2","2","2","","2","","","0","0","0","0","0","0","0","0","0","0","0","0","1","1","0","0","0","0","0","0","0","0","0","0","1","0","0","0","2","2","2","2","2","2","2","2","2","2","","3","","","0","0","0","0","0","0","0","0","0","1","0","0","1","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","2","2","2","2","2","2","","2","2","","2","3","","3","0","0","0","0","0","0","0","0","0","1","0","0","0","0","1","1","1","0","0","0","0","0","0","0","0","0","0","0","","","","3","2","2","2","2","2","","2","3","1","2","0","0","0","0","0","0","0","0","0","0","0","0","1","0","1","1","1","0","0","0","0","0","0","0","0","0","0","0","","","","2","2","2","2","2","2","1","1","1","","1","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","3","3","3","3","3","3","3","3","3","3","","3","","3","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","3","3","3","3","3","3","3","3","","3","3","3","3","","1","2","3","1","2","1","2","2","3","3","2","3","1","3","2","2"
"6256984","2013/03/25 21:22:07","2","46","59","2","16","1","1","0","0","0","0","0","0","0","1","1","1","0","0","0","0","0","0","0","1","0","0","1","0","0","0","0","0","0","0","3","3","3","","3","3","","","","","1","2","2","2","0","0","0","0","0","0","0","1","1","1","0","0","0","0","0","0","0","1","0","0","1","0","0","0","0","0","0","0","3","3","3","","3","3","","","","","3","3","1","1","0","0","0","0","1","1","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","2","2","2","2","","","3","1","1","1","","2","2","","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","2","2","2","2","2","2","","","2","2","2","2","2","2","0","0","0","0","0","0","0","0","0","0","0","0","1","1","0","0","0","0","1","0","1","0","0","0","1","0","0","0","3","3","3","3","","3","","3","2","2","","3","","","1","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","1","0","0","0","","","","3","3","3","","2","2","2","","3","1","1","0","0","0","0","0","0","0","1","1","1","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","3","3","3","3","3","3","","","","","2","3","3","3","0","0","0","0","0","0","0","0","1","1","0","0","0","0","1","1","1","0","0","0","0","0","0","0","0","0","0","0","","","","3","3","3","2","1","","","1","3","1","2","0","0","0","0","0","0","0","0","0","1","0","0","1","1","1","1","1","0","0","0","0","0","0","0","0","0","0","0","","","","3","1","1","1","2","1","","2","2","","","0","0","0","0","0","0","0","0","0","0","0","0","1","0","1","1","1","0","0","0","0","0","0","0","0","0","0","0","","","","3","3","3","3","2","2","2","3","3","","3","1","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","1","1","0","0","","","","3","3","3","","3","1","1","","","1","2","2","2","2","2","3","3","2","2","2","2","2","4","2","2","2","2"
"6257199","2013/03/25 17:45:11","2","31","56","2","35","28","1","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","3","3","3","3","3","2","2","1","1","1","","1","2","","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1","1","1","0","0","0","0","0","0","0","0","0","0","0","","","","3","3","3","3","3","1","1","1","1","1","","0","0","0","0","0","0","0","0","0","0","1","0","0","0","1","1","1","0","0","0","0","0","0","0","0","0","0","0","","","","3","3","3","3","2","2","2","","1","1","1","0","0","0","0","0","0","0","1","0","0","1","1","0","0","1","1","1","0","0","0","0","0","0","0","0","0","0","0","","","","3","3","3","2","","1","1","","","2","2","0","0","0","0","0","0","0","0","1","0","0","0","1","1","1","1","1","0","0","0","0","0","0","0","0","0","0","0","","","","3","3","3","3","2","","2","2","2","","","0","0","0","0","0","0","0","0","1","1","1","0","0","0","1","1","1","0","0","0","0","0","0","0","0","0","0","0","","","","3","3","3","2","1","","","","1","1","1","0","0","0","0","0","0","0","1","0","1","1","0","0","0","1","1","1","0","0","0","0","0","0","0","0","0","0","0","","","","3","3","3","3","","1","","","1","1","1","0","0","0","0","0","0","0","0","1","1","1","0","0","0","1","1","1","0","0","0","0","0","0","0","0","0","0","0","","","","3","3","3","1","1","","","","1","1","2","0","0","0","0","0","0","0","0","0","0","1","0","1","1","1","1","1","0","0","0","0","0","0","0","0","0","0","0","","","","3","3","3","1","2","2","2","","2","","","0","0","0","0","0","0","0","1","0","1","0","1","0","0","1","1","1","0","0","0","0","0","0","0","0","0","0","0","","","","3","3","3","3","","2","","3","","1","1","0","0","0","0","0","0","0","0","1","0","1","1","0","0","1","1","1","0","0","0","0","0","0","0","0","0","0","0","","","","3","3","3","3","3","","1","","","1","2","1","1","3","3","4","1","1","1","1","1","3","4","4","4","4","4"
"6258171","2013/03/25 22:04:46","2","35","56","1","16","1","1","1","0","0","0","0","1","0","0","0","0","1","0","0","0","0","0","0","0","0","0","1","0","0","1","0","0","1","0","","1","1","1","1","","","3","2","","","1","","2","0","0","0","0","0","0","0","0","1","0","0","0","0","1","0","0","0","0","0","0","1","0","0","0","1","0","0","0","1","1","1","1","2","2","","3","","2","","1","2","","1","0","0","0","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","1","1","","1","1","1","","","","3","2","2","1","1","","","1","0","1","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1","","1","","1","1","1","2","3","3","3","2","","","","0","0","0","0","0","0","0","0","1","0","0","0","1","1","0","0","0","0","0","1","1","0","0","0","1","0","0","0","1","1","1","1","2","","","3","","2","","2","","","1","0","1","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","1","1","0","0","1","0","0","0","","1","","1","1","2","","","1","2","","1","2","","1","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1","","1","1","1","1","1","2","3","3","3","2","","","","0","0","0","0","0","0","0","0","1","1","0","0","1","0","0","0","0","0","0","0","0","1","0","0","1","1","0","0","1","1","1","2","2","2","2","","","","","","","3","0","0","0","0","0","0","0","0","0","0","0","0","1","1","0","0","0","0","0","1","0","0","0","0","1","1","0","0","2","2","2","2","2","","1","3","2","2","","","","","0","0","0","0","0","0","0","0","1","0","0","0","0","1","0","0","0","0","0","0","1","0","0","0","1","0","0","0","1","1","1","2","2","2","","3","","2","","2","2","","1","0","1","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1","0","0","0","0","1","0","","1","","1","","1","","","1","2","2","1","","3","4","2","1","1","2","3","2","1","4","2","1","1","2","5","3","5"
"6265073","2013/03/25 22:59:12","1","32","56","1","46","37","1","0","0","0","0","0","0","1","0","0","0","1","1","0","0","0","1","1","1","0","0","0","0","0","0","0","0","0","0","3","","","","1","1","","1","1","1","","","3","1","0","0","0","0","0","0","0","1","0","1","0","0","0","1","0","1","1","1","0","0","0","0","0","0","0","0","0","0","3","","","","1","1","1","","1","","1","1","1","","0","0","0","1","0","0","1","0","0","0","0","1","0","0","0","1","0","0","0","0","0","0","0","0","0","0","1","1","1","","3","","1","1","","1","1","1","1","","","","0","0","0","0","0","0","0","1","1","1","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","1","1","1","3","3","1","1","1","","","","","1","1","","","0","0","0","0","1","0","0","0","0","0","0","0","1","1","1","1","1","0","0","0","0","0","0","0","0","0","0","0","","","","3","","1","1","1","1","1","1","1","","","0","0","0","0","0","0","0","1","1","0","0","0","0","1","0","1","1","1","0","0","0","0","0","0","0","0","0","0","3","","","","1","1","1","","","1","1","1","1","","0","0","0","0","0","0","0","1","1","1","0","0","0","0","0","1","1","0","0","0","0","0","0","0","0","0","1","0","3","","","3","1","1","1","","","","1","1","","1","0","0","0","0","0","0","0","1","1","1","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","1","1","2","","2","2","2","2","2","","","","2","2","","","0","0","0","0","0","0","0","1","1","0","1","0","0","0","1","1","1","0","0","0","0","0","0","0","0","0","0","0","","","","3","2","2","2","","","2","","2","3","3","0","0","0","0","0","0","0","1","1","0","0","0","0","1","1","1","1","0","0","0","0","0","0","0","0","0","0","0","","","","3","2","2","2","","","1","2","2","2","","0","0","0","0","0","1","1","0","0","0","1","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","1","1","1","","1","1","1","","","1","1","1","","1","","","1","5","2","2","3","1","1","2","2","4","4","4","5","5","5","1"
"6265545","2013/03/25 21:21:24","1","54","62","1","16","13","1","1","0","0","0","0","0","0","0","0","0","0","0","1","1","0","0","0","0","1","1","1","0","0","0","0","0","0","0","","1","1","3","","","","3","2","2","3","1","","","0","1","1","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","1","0","1","0","0","0","1","0","0","0","1","","","3","","2","","3","2","2","","2","1","","0","0","0","0","0","1","0","1","0","1","0","0","0","0","0","0","0","1","0","0","0","0","0","0","1","0","0","1","2","2","2","","2","","2","","2","","","2","2","","0","0","1","0","0","1","0","0","0","0","0","1","0","0","0","0","0","1","0","0","0","0","0","0","0","0","1","1","1","1","","","2","","2","3","2","2","2","","","","0","0","0","0","0","0","0","0","0","0","0","1","1","1","0","0","0","1","0","0","1","1","0","0","0","0","0","0","2","2","2","","2","2","","","2","2","3","","","","0","1","1","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","1","1","0","0","1","0","0","0","1","","","2","2","2","","","2","2","","1","1","","0","0","0","0","0","0","0","0","0","1","0","0","1","1","0","0","0","1","0","0","1","0","0","0","1","0","0","0","2","2","2","","2","2","","3","2","","","2","","","0","0","1","0","0","0","0","0","0","1","0","0","0","1","0","0","0","1","0","0","1","0","0","0","1","0","0","0","2","1","","","3","3","","3","1","","","2","1","","0","0","0","0","0","0","0","0","0","1","0","0","1","1","0","0","0","1","0","0","1","0","0","0","1","0","0","0","2","2","1","","2","2","","3","3","","","2","","","0","0","0","0","0","1","0","0","0","0","0","1","1","0","0","0","0","1","0","0","0","0","1","0","1","0","0","0","3","3","3","","2","","2","3","","2","","","","1","0","0","1","0","0","0","0","0","1","1","0","0","0","0","0","0","0","1","0","0","0","1","0","0","1","0","0","0","2","2","","","2","2","2","","","","","2","1","2","3","2","1","3","3","3","2","2","2","1","1","3","4","4","4","3"
"6268469","2013/03/25 18:18:14","1","54","62","2","8","2","1","0","0","0","0","0","0","0","0","0","1","0","0","0","0","1","1","0","0","0","0","0","1","0","0","0","0","0","0","","","3","3","2","2","3","","2","","2","2","1","2","1","1","0","0","1","0","0","0","0","0","0","0","0","0","0","0","1","1","0","0","1","0","0","0","0","0","0","0","","","","","","2","","3","2","2","2","2","1","2","1","1","0","0","0","0","0","0","0","0","0","0","1","0","0","0","1","1","0","0","1","0","0","0","0","0","0","0","","","","","2","2","","2","2","2","2","2","","2","1","1","0","0","1","0","0","0","0","0","0","0","0","0","0","0","1","1","0","0","0","1","0","0","0","0","0","0","","","","","","2","3","","2","2","2","2","2","2","0","0","0","0","0","0","0","0","0","0","0","1","1","1","1","1","1","0","0","0","0","0","0","0","0","0","0","0","","","","3","2","3","3","3","2","2","3","","","","1","1","0","0","0","0","0","0","0","0","0","0","0","1","0","0","1","1","0","0","1","0","0","0","0","0","0","0","","","","","2","2","","3","2","2","2","2","1","","1","1","0","0","0","0","0","0","0","0","0","0","1","0","0","0","1","1","0","0","1","0","0","0","0","0","0","0","","","","","2","2","","2","2","1","2","2","","1","0","0","0","0","0","0","0","0","0","1","0","0","1","0","1","1","1","0","0","0","0","0","0","0","0","0","0","0","","","","3","2","3","3","3","2","","3","3","","2","0","0","0","0","0","0","0","0","0","0","0","0","1","0","1","1","1","0","0","0","0","0","0","0","0","0","0","0","","","","3","2","2","3","3","2","1","3","2","","2","0","0","0","0","0","0","0","0","0","0","0","0","1","0","1","1","1","0","0","0","0","0","0","0","0","0","0","0","","","","3","2","2","3","3","2","2","3","2","","2","1","1","0","0","1","0","0","0","0","0","0","0","0","0","0","0","1","1","0","0","1","0","0","0","0","0","0","0","","","","","","3","","3","2","2","2","3","1","2","1","3","5","5","5","1","1","1","1","5","2","5","2","5","5","5"
"6269325","2013/03/25 17:41:26","1","49","59","2","23","18","1","0","0","0","0","0","0","0","1","1","0","0","0","1","0","1","1","0","1","0","0","0","0","0","0","0","0","0","0","","","3","","3","3","3","","","2","3","3","","2","1","0","0","0","0","0","0","0","0","0","0","0","1","1","0","0","0","1","0","0","0","1","0","0","0","1","0","0","","2","2","","3","3","3","","2","2","2","","","","0","0","0","0","0","0","0","1","1","0","1","0","0","0","0","0","0","1","1","0","0","0","0","0","0","0","0","1","2","2","2","","","2","2","","","1","","2","1","","0","0","0","0","0","0","0","1","0","1","0","0","0","0","1","1","0","0","0","0","0","0","0","0","0","0","0","1","","","2","3","3","1","3","","2","","1","3","2","","0","0","0","0","0","0","0","0","0","0","0","0","1","1","1","0","1","1","0","0","0","0","0","0","0","0","0","0","","2","","","1","1","1","3","2","3","3","3","","","0","0","0","0","0","0","0","0","0","0","0","0","1","1","0","0","0","1","0","0","1","1","0","0","0","0","0","0","2","2","2","","2","2","","","2","3","2","2","","","0","0","0","0","0","0","0","0","1","0","0","0","0","0","1","1","0","1","0","0","0","0","0","0","0","0","0","0","","","2","","2","2","2","2","","2","1","2","1","2","0","0","0","0","0","0","0","0","1","1","0","0","1","0","1","1","0","1","0","0","0","0","0","0","0","0","0","0","","","2","","3","3","3","1","","","3","3","","3","0","0","0","0","0","0","0","0","1","0","0","0","1","0","1","1","0","1","0","0","0","0","0","0","0","0","0","0","","","3","","1","1","1","2","","2","1","3","","3","0","0","0","0","0","0","0","1","1","0","0","0","1","0","1","1","0","1","0","0","0","0","0","0","0","0","0","0","","","2","","2","2","2","","","2","3","3","","2","0","0","0","0","0","0","0","0","1","0","0","0","1","0","0","1","0","1","0","0","0","0","0","0","0","1","0","0","2","","2","","2","2","2","2","","3","3","","","3","1","2","2","2","3","2","3","4","4","1","2","5","2","2","2","3"
